lines_of_code,cyclomatic_complexity,number_of_functions,number_of_parameters,nested_depth,if_statement_count,loop_count,imports_count,dependency_count,duplicate_code_score,exception_handling_count,database_queries,external_api_calls,cpu_usage,memory_usage,average_response_time,test_coverage,historical_bug_count,api_failure
2811,14,68,87,4,36,27,4,3,0.323,9,13,6,3.14,1048.7,3514.8,70.88,32,0
1769,66,58,176,2,15,14,47,12,0.774,9,24,0,82.17,1594.96,2557.07,2.27,45,1
2695,40,70,126,9,14,22,27,2,0.222,3,18,9,32.34,1542.54,832.88,36.84,17,0
801,3,57,54,3,4,23,25,14,0.568,10,23,12,15.74,1173.95,688.68,14.44,39,0
3068,24,37,140,4,2,12,28,12,0.502,10,18,3,17.23,295.5,2293.86,88.28,13,0
2125,19,61,183,7,22,20,22,21,0.01,10,22,12,84.27,473.02,3557.13,82.45,19,0
3887,18,92,55,10,9,11,42,10,0.708,5,12,6,62.52,516.12,3020.45,6.05,12,0
4996,64,30,14,8,4,12,25,3,0.112,14,20,5,90.9,109.94,4275.08,55.05,15,1
4562,35,71,184,8,22,38,17,29,0.531,1,11,5,76.2,796.5,1954.41,29.54,40,1
2133,62,73,57,4,14,22,44,16,0.62,2,0,4,73.15,1262.8,4219.77,19.25,30,1
3990,1,25,162,7,17,27,12,4,0.505,4,11,10,47.98,322.84,194.77,31.15,38,0
2011,25,97,87,10,24,13,16,20,0.078,10,3,6,78.16,384.87,1835.37,81.59,34,0
1087,45,65,96,1,7,16,37,24,0.78,11,14,8,39.79,1457.28,374.19,5.79,19,0
1597,49,6,143,6,30,23,16,23,0.189,2,24,13,78.74,373.21,4597.03,64.82,0,0
1031,16,18,7,6,20,33,17,7,0.502,8,15,5,72.23,304.84,2381.81,91.34,39,0
2294,19,10,172,6,1,21,31,20,0.638,2,14,9,64.77,2003.33,1587.62,44.81,45,1
4889,23,92,39,2,21,9,15,23,0.751,1,7,6,31.99,61.71,2467.51,90.15,12,0
1834,25,11,181,8,7,7,13,29,0.483,5,18,8,60.29,688.02,2668.9,90.68,6,0
2446,16,97,13,5,22,20,40,9,0.207,5,14,6,48.64,102.43,4232.7,60.96,44,0
4422,54,65,186,5,31,36,27,6,0.669,16,17,5,44.39,1721.51,2716.71,45.58,21,1
4894,73,77,52,2,7,6,21,16,0.131,7,10,2,94.08,1208.41,2162.59,73.77,6,0
2571,1,84,126,4,3,25,2,27,0.018,0,8,13,48.41,128.67,4807.16,91.62,19,0
3677,42,65,154,9,29,12,8,6,0.727,7,0,0,4.01,1272.57,4843.11,68.0,36,1
27,19,52,174,9,18,15,42,26,0.46,14,8,9,59.89,280.16,201.7,20.96,35,0
2575,34,67,79,6,22,29,7,23,0.056,17,22,8,69.43,1031.4,3537.16,82.01,3,0
495,55,82,114,11,17,30,10,18,0.464,12,11,6,84.21,1381.54,1865.07,95.15,5,0
2231,18,78,133,9,52,4,4,8,0.116,7,1,14,60.47,331.39,3379.25,41.03,45,0
504,34,31,54,4,28,31,43,23,0.025,19,10,2,2.83,1034.05,3188.24,69.76,2,0
4674,45,91,43,11,22,15,41,1,0.093,17,20,9,12.26,954.14,1657.22,51.82,2,0
2305,6,17,17,1,32,8,36,21,0.62,12,13,8,16.16,1878.15,4933.43,11.2,2,0
4583,21,55,15,2,51,21,35,19,0.605,13,1,2,20.86,2039.33,1791.98,34.98,35,0
3545,70,93,11,1,46,39,43,18,0.483,14,14,2,76.18,1351.42,3163.59,16.38,8,1
3359,48,36,147,8,17,36,3,26,0.167,5,20,12,30.12,1755.4,4068.8,67.36,15,1
2842,39,26,44,9,53,13,18,5,0.591,0,22,13,30.36,1336.11,735.87,58.21,15,1
4963,31,53,191,10,43,15,46,9,0.326,6,20,6,72.03,1798.59,1509.84,3.35,11,1
2944,10,17,186,6,32,19,43,12,0.409,0,17,1,39.77,905.48,1002.87,6.16,37,0
278,30,86,92,2,6,14,24,24,0.718,14,13,9,7.08,1257.71,3911.29,26.08,19,0
302,18,25,21,6,50,25,32,1,0.366,5,20,13,56.0,1735.86,4008.03,74.49,30,0
1918,60,2,96,9,27,8,34,9,0.501,4,11,6,13.23,1882.86,1287.16,12.68,29,1
4155,73,86,46,3,0,0,2,9,0.769,11,9,6,54.74,81.76,30.61,20.48,20,1
2996,15,5,28,9,55,34,2,25,0.361,2,13,0,74.29,241.57,2122.52,90.76,2,0
2287,4,4,44,2,38,19,10,4,0.449,19,21,12,88.37,1909.24,3438.82,54.61,20,0
3220,63,36,76,11,33,5,23,21,0.468,13,14,9,7.3,1178.11,3116.29,62.08,27,1
632,40,6,8,5,38,9,15,3,0.193,5,4,10,29.57,2028.23,2234.04,45.58,27,0
707,9,21,23,11,18,32,12,22,0.59,3,1,1,62.33,1629.95,1516.69,29.98,4,0
3710,9,77,14,2,30,15,43,1,0.581,14,21,4,30.65,1681.37,2377.19,24.91,6,0
632,26,89,163,7,12,35,17,6,0.171,16,5,13,43.4,810.42,85.36,58.92,4,0
2327,4,26,12,11,56,5,18,17,0.011,4,11,3,2.89,551.2,378.61,47.1,8,0
3033,16,55,90,10,23,18,14,16,0.799,5,1,13,66.19,1238.09,821.76,40.3,46,1
1801,15,39,171,9,4,30,17,10,0.465,9,3,2,84.03,1804.13,3130.77,69.44,20,0
2611,52,84,100,7,22,1,15,20,0.145,8,6,9,92.82,1495.01,1101.81,40.42,19,0
2716,69,33,70,5,18,17,12,17,0.227,3,15,13,79.07,983.91,2122.66,3.67,37,1
3978,5,14,199,4,0,27,16,7,0.494,8,0,10,3.99,1550.45,3110.84,83.97,39,0
594,20,56,121,4,32,3,32,27,0.11,7,0,7,62.27,1423.84,4154.58,31.84,36,0
1930,79,81,75,10,58,0,23,27,0.03,2,13,6,47.59,1872.71,2752.79,94.64,16,0
3624,18,21,163,8,49,15,38,11,0.639,19,10,8,89.16,563.33,893.86,87.96,41,1
689,2,46,115,10,55,1,34,23,0.573,0,11,2,85.8,272.53,4759.18,23.39,27,0
4384,13,16,60,10,32,35,34,0,0.248,19,10,9,93.88,979.62,459.18,96.55,30,0
1303,4,16,167,10,31,0,16,19,0.047,4,5,0,82.02,759.94,1841.93,85.36,32,0
943,42,84,125,10,58,38,34,29,0.389,2,22,8,52.41,1997.32,4607.41,98.5,31,0
1145,74,29,154,10,27,22,40,24,0.221,3,11,8,68.2,47.13,3015.64,67.79,31,0
1549,61,92,0,1,36,25,7,20,0.318,18,20,11,91.68,1913.7,3316.63,93.07,47,0
1614,8,8,161,5,40,10,33,11,0.219,14,11,11,55.34,1957.44,1515.45,69.01,22,0
266,67,88,67,2,11,0,4,26,0.14,18,9,0,79.96,134.73,401.91,85.51,20,0
3731,63,3,87,11,8,10,43,25,0.31,15,7,13,89.57,1825.37,1835.15,61.04,24,1
1580,9,89,20,9,49,23,7,28,0.772,7,19,7,54.63,981.09,2016.77,92.92,32,0
2420,11,19,160,7,54,9,18,5,0.213,13,18,13,15.96,1576.56,1358.66,51.81,2,0
2263,42,97,134,10,10,13,4,2,0.269,4,6,13,15.62,191.78,1085.27,73.66,5,0
3884,13,66,192,8,32,13,49,4,0.263,0,13,9,11.84,1957.69,1783.99,91.7,48,0
1959,36,79,2,6,18,6,11,13,0.384,18,3,0,45.77,1256.82,3200.69,42.24,27,0
3089,13,86,50,9,53,22,43,11,0.675,4,0,5,46.13,1843.77,4745.68,2.64,1,0
246,12,74,78,6,56,21,20,12,0.322,2,7,8,59.03,1388.69,3521.87,11.3,31,0
3567,37,82,94,7,41,35,11,12,0.645,16,4,2,46.39,1114.21,3900.22,97.19,25,0
284,74,22,181,7,33,26,15,28,0.092,6,7,5,92.47,379.75,1537.27,87.32,4,0
1415,73,46,122,9,6,1,46,16,0.716,16,7,2,28.38,390.76,532.42,48.34,10,1
3577,52,91,186,11,30,38,17,23,0.148,12,20,10,83.14,984.7,1464.65,96.09,9,0
665,71,13,5,8,51,18,34,26,0.031,13,23,13,10.43,1786.81,2019.24,18.56,14,1
3010,2,33,156,1,1,6,48,14,0.127,11,6,4,57.58,264.28,3452.51,11.1,17,0
1919,56,5,16,4,18,11,12,5,0.153,10,18,10,61.94,2044.74,4697.4,60.14,48,1
2524,60,90,116,7,37,2,42,11,0.407,0,3,13,73.59,1797.84,4048.37,38.21,13,0
2792,23,77,59,11,31,4,28,1,0.36,2,22,6,48.28,823.4,1339.34,33.98,27,0
1174,40,27,149,8,9,7,48,3,0.573,11,19,10,19.54,542.29,4103.3,73.42,29,0
607,64,78,151,7,40,13,35,19,0.041,8,5,9,35.69,1890.74,2064.62,15.0,12,0
4591,23,24,124,3,7,35,8,24,0.398,1,11,11,26.58,280.39,885.44,77.84,19,0
1841,29,67,80,4,25,6,27,24,0.266,13,17,3,40.4,732.14,2311.65,35.94,1,0
1005,78,63,84,7,29,6,22,20,0.505,4,11,3,50.82,201.17,2820.47,98.67,24,0
4099,51,94,50,8,10,31,24,11,0.035,2,17,6,59.76,1954.18,3819.39,80.87,43,0
3368,69,99,177,7,40,7,2,2,0.028,11,2,4,80.44,1277.13,1755.98,64.62,42,0
3851,31,48,138,6,19,11,31,16,0.342,11,9,0,86.54,709.74,742.43,22.94,11,0
1261,50,63,183,9,59,9,22,5,0.649,6,6,10,44.48,587.37,480.82,95.64,24,0
209,20,78,70,9,19,13,1,23,0.537,0,2,14,9.34,927.29,571.11,3.29,3,0
1000,55,12,169,11,8,8,14,16,0.013,2,18,9,75.92,216.22,4750.62,22.33,41,1
1718,2,28,38,7,7,37,25,26,0.143,10,12,12,45.85,1824.93,4759.24,3.68,11,0
1735,25,44,68,8,59,29,36,16,0.181,12,3,14,52.37,1062.06,4844.09,96.65,6,0
2613,13,93,47,6,14,4,36,10,0.338,9,9,11,57.0,1493.8,1519.42,87.14,37,0
4156,70,43,124,1,33,0,41,22,0.469,18,5,12,63.78,503.23,966.16,95.21,39,0
4453,67,17,56,1,23,0,3,6,0.173,3,0,14,84.67,1047.56,4904.76,71.5,31,1
1118,58,40,20,6,32,19,5,1,0.306,4,5,1,90.5,457.55,4941.44,2.74,42,1
2346,75,49,81,2,40,10,1,18,0.467,10,7,5,89.38,1677.25,400.97,93.15,5,0
3267,64,85,98,8,40,25,19,1,0.307,8,14,12,77.09,1594.95,3765.12,42.1,26,1
915,69,57,147,1,44,2,33,21,0.115,12,7,11,84.59,330.78,1450.43,36.82,34,0
1694,59,87,14,2,39,5,42,28,0.393,16,21,8,5.67,182.21,4547.4,28.41,20,0
2929,60,84,68,8,26,10,30,12,0.259,14,5,6,80.82,1693.58,455.23,28.68,19,0
950,62,64,178,6,20,7,12,23,0.691,12,18,3,7.79,253.05,4444.0,80.06,18,0
4404,16,75,75,10,4,28,10,23,0.62,10,13,14,71.14,1137.74,23.08,25.64,32,0
743,68,57,61,2,34,9,34,15,0.152,0,1,11,16.92,1109.53,2614.67,22.22,3,0
2960,15,98,118,2,20,33,16,16,0.122,7,6,11,34.85,441.14,1684.46,69.8,18,0
1109,55,74,36,11,3,23,40,10,0.278,4,7,14,18.31,1224.17,2142.4,28.75,48,0
4598,35,74,133,7,48,16,46,8,0.33,15,9,12,42.69,1045.55,2174.59,1.31,27,0
955,55,70,198,5,47,31,29,26,0.746,3,12,1,39.7,1058.53,3271.48,93.18,21,0
2315,14,88,25,5,15,10,15,23,0.241,18,21,3,5.52,757.16,125.25,31.36,23,0
175,49,76,7,8,56,33,48,8,0.694,17,20,13,79.07,1722.27,3459.91,76.44,45,0
1090,7,43,3,7,30,23,11,28,0.404,1,19,4,81.29,202.09,120.77,46.9,29,0
1978,30,23,20,9,25,4,44,13,0.708,12,0,1,75.03,916.26,934.52,13.41,28,1
2521,49,27,158,4,51,28,34,12,0.562,15,8,0,80.68,555.79,3037.64,66.19,9,0
4239,16,58,148,10,34,33,36,24,0.567,7,9,3,71.58,1742.44,441.32,23.16,31,1
3850,51,37,24,4,5,15,30,10,0.415,18,19,10,89.12,485.76,4954.61,28.79,8,1
874,72,6,142,2,32,24,35,11,0.672,2,1,12,55.18,1578.32,3924.08,3.24,24,1
659,42,65,162,3,20,36,9,21,0.204,18,19,5,55.77,1264.81,3531.27,1.64,15,0
2258,17,6,176,1,15,7,18,2,0.726,16,10,0,81.83,1795.58,1345.73,51.36,14,0
1622,63,50,42,1,46,28,19,0,0.509,8,4,0,33.85,1229.09,252.34,5.78,47,1
461,45,22,168,7,38,24,39,26,0.351,16,17,8,5.71,1153.87,4894.12,20.94,17,0
4648,77,88,36,5,33,22,4,7,0.786,0,6,4,71.49,1647.08,747.76,92.38,22,0
1356,7,25,184,3,41,33,6,25,0.69,3,2,1,24.93,1165.97,4154.53,8.29,41,0
3720,27,79,41,7,56,2,33,18,0.618,14,15,10,45.58,1734.6,995.61,29.08,2,0
968,10,90,174,2,59,29,32,12,0.219,11,14,13,23.6,131.43,1876.74,72.65,6,0
3393,34,72,91,3,14,33,16,6,0.779,16,7,1,78.75,1030.22,3471.01,88.43,38,0
479,36,51,60,1,5,31,11,12,0.594,11,19,3,91.08,1670.39,4727.37,4.62,10,0
4666,25,88,141,8,1,28,22,25,0.484,15,4,10,6.17,1742.3,108.71,18.54,23,0
412,6,48,67,2,23,8,36,5,0.737,12,2,1,22.94,1713.46,1311.23,38.79,34,0
3958,24,70,52,7,55,1,23,2,0.13,10,4,3,18.82,1250.43,3827.18,36.1,49,0
1807,18,99,83,11,48,38,26,5,0.111,14,8,14,64.28,2035.85,875.24,28.85,24,0
4960,6,65,33,9,27,6,31,27,0.451,15,15,10,41.3,397.67,566.16,24.23,27,0
2277,29,60,75,6,0,4,29,2,0.045,5,13,12,43.89,383.71,240.46,26.87,11,0
1158,25,46,96,2,0,7,5,12,0.531,10,17,5,15.77,98.17,2517.43,13.34,22,0
3828,55,36,151,2,27,31,38,12,0.193,14,6,6,39.99,2026.5,3840.99,16.33,16,1
4761,46,58,147,9,35,17,25,29,0.095,4,14,5,29.5,733.61,4809.06,60.68,40,1
2474,24,76,196,10,19,37,34,24,0.328,2,7,3,58.45,1568.3,1344.75,29.22,36,0
1486,75,38,29,8,47,17,12,12,0.373,1,2,9,21.42,152.38,615.65,39.97,17,0
3694,26,11,87,9,7,15,22,0,0.136,0,10,2,58.79,634.16,2018.74,41.2,8,0
1397,28,12,6,4,0,20,9,28,0.033,14,19,3,36.51,1289.68,286.65,10.97,44,1
2617,3,42,35,4,25,9,20,7,0.331,1,17,11,33.55,1089.96,1663.48,81.95,34,0
161,75,39,37,2,50,3,29,4,0.608,19,14,4,29.72,450.82,3218.97,95.64,35,0
2679,38,71,51,10,42,7,44,19,0.699,5,9,3,64.34,962.57,849.15,26.35,17,0
4616,61,11,142,1,48,18,29,16,0.078,11,24,2,53.87,251.3,3163.06,29.44,19,1
859,78,36,173,10,24,39,45,8,0.42,15,2,0,81.06,1126.09,4860.03,69.32,20,1
3638,51,52,150,4,9,39,27,12,0.211,13,14,2,23.71,227.43,4322.36,8.06,46,1
3937,48,31,139,10,11,8,17,24,0.3,3,24,10,4.77,1314.05,1790.61,90.73,19,0
615,21,33,171,10,40,29,5,12,0.747,7,22,4,18.11,345.2,2113.27,12.06,5,0
1924,54,13,142,11,6,16,45,4,0.282,11,5,12,33.28,1134.93,2102.41,73.21,8,0
300,56,18,92,8,11,39,13,13,0.292,13,10,13,17.89,292.31,4300.91,29.15,42,0
443,59,41,106,2,46,14,42,10,0.168,19,10,14,8.85,839.83,4969.2,32.33,28,0
4385,72,58,125,11,39,3,15,24,0.768,12,18,5,42.86,741.29,4131.22,14.08,28,1
4269,51,56,48,8,16,5,15,25,0.365,4,22,11,64.63,1556.92,2795.01,64.63,12,1
1770,20,24,20,1,4,15,18,13,0.456,11,2,13,71.65,1324.58,495.86,79.5,35,0
4777,59,73,14,1,13,25,2,24,0.363,9,12,12,38.48,1921.17,4772.88,95.02,26,0
1987,71,31,13,4,33,36,23,6,0.202,18,21,3,45.94,1890.57,4301.63,33.15,46,1
4108,9,55,41,7,47,22,43,23,0.648,12,7,0,72.01,1493.59,4208.64,62.12,48,1
4198,1,10,14,9,16,12,13,16,0.023,8,20,9,34.15,1585.5,1965.17,41.5,43,0
2966,29,60,62,5,34,16,43,3,0.552,10,10,12,74.77,1291.82,2241.39,55.78,5,0
1469,63,2,195,2,54,26,4,9,0.475,4,10,6,91.93,1426.39,607.11,16.29,38,1
2351,72,15,26,7,0,21,47,9,0.115,12,12,12,83.77,1276.32,4689.99,58.18,31,1
2240,56,3,92,11,58,36,25,14,0.133,9,2,8,43.64,660.52,4716.74,84.91,48,1
3809,68,43,104,2,49,18,11,19,0.527,17,5,14,55.47,738.99,1279.66,86.37,42,1
2830,35,31,52,9,49,38,48,11,0.25,14,23,12,68.34,1190.66,3483.08,48.34,43,1
4748,3,70,51,9,35,34,42,8,0.213,19,9,5,33.83,1483.88,1025.41,23.57,27,0
1551,7,67,62,3,14,12,12,2,0.047,11,18,13,76.13,850.74,1970.81,83.67,44,0
4902,27,56,180,8,59,13,13,14,0.613,3,11,5,42.07,319.62,1518.88,99.94,0,0
3010,1,63,56,11,18,30,9,11,0.706,4,13,8,80.6,958.19,1954.06,37.72,49,0
4513,71,75,119,4,50,1,45,25,0.656,7,10,3,24.94,1973.79,1551.77,92.44,42,1
1163,44,15,51,3,41,38,38,14,0.373,4,20,4,2.07,463.6,1733.0,98.35,30,0
953,41,92,106,1,4,36,6,25,0.427,0,24,4,60.47,1340.52,3957.39,39.56,29,0
1480,75,10,42,5,18,13,43,0,0.194,17,9,13,43.48,2012.8,1507.14,71.63,17,1
2743,42,38,134,11,42,8,43,14,0.138,18,2,11,6.62,790.5,4075.33,58.11,28,0
2532,33,47,116,4,38,9,10,10,0.658,18,12,4,46.84,1821.97,2843.93,72.22,41,0
305,50,57,169,1,4,6,23,4,0.639,9,17,7,16.85,1773.84,3904.42,15.42,37,0
284,63,50,3,10,51,27,15,6,0.622,8,12,10,60.2,715.51,4595.26,36.67,22,1
2387,37,71,196,8,11,24,45,11,0.371,0,23,0,42.83,230.61,700.74,6.28,21,0
3467,59,15,132,8,18,27,23,19,0.692,19,13,9,17.09,391.93,1726.01,61.32,1,1
4936,48,18,79,8,46,1,40,24,0.741,2,13,10,39.72,769.35,287.23,92.67,4,1
1782,5,82,40,3,11,16,37,5,0.263,12,6,14,22.87,1965.61,2040.48,56.03,41,0
3068,48,88,131,6,35,3,34,21,0.18,5,11,9,62.39,585.29,1194.64,7.03,14,0
2401,3,2,1,7,11,12,16,2,0.371,5,24,10,28.74,1900.56,2862.68,93.04,31,0
2289,47,84,194,9,17,17,45,9,0.143,17,3,2,78.27,397.63,3919.12,13.3,45,0
60,62,98,148,5,48,2,41,25,0.707,4,15,14,2.33,1987.14,2436.97,88.29,5,0
87,14,43,197,9,50,36,47,20,0.27,16,18,7,38.92,623.91,1674.78,71.42,13,0
1007,63,26,42,6,47,32,32,25,0.461,2,9,14,59.01,1308.31,771.26,63.64,23,0
4028,61,71,81,10,42,23,38,21,0.476,4,15,10,3.13,172.5,143.88,58.68,20,0
3218,31,38,107,10,33,7,40,29,0.412,2,4,8,21.29,636.12,3392.64,13.11,13,1
4810,17,94,196,10,47,34,46,3,0.125,12,15,1,31.78,456.79,162.42,50.08,11,0
2544,24,42,136,4,32,1,5,12,0.793,14,0,11,3.05,38.89,4604.98,19.67,3,0
1105,23,5,155,1,48,32,17,18,0.138,16,4,3,52.39,348.05,2975.21,57.18,43,0
2499,50,11,25,1,17,11,22,4,0.601,14,12,13,60.3,1227.7,1772.94,44.73,20,1
1713,78,65,81,10,56,21,39,22,0.633,4,12,7,22.39,818.08,219.15,67.97,16,0
2335,79,34,82,5,28,12,41,26,0.116,13,2,4,52.09,1488.7,2073.3,98.25,28,0
798,79,1,130,3,44,9,48,21,0.747,10,16,0,94.92,1384.89,4337.82,36.1,15,1
4609,70,83,72,5,4,16,18,17,0.39,13,18,5,84.37,1643.39,4849.42,61.67,17,1
1605,27,2,99,5,24,4,28,0,0.503,6,4,13,6.51,1779.92,433.79,86.44,37,0
1512,15,85,48,1,23,8,13,20,0.514,2,4,8,13.02,1684.77,3887.92,9.29,40,0
680,50,20,144,8,28,12,42,20,0.404,19,14,8,47.47,935.29,1299.2,80.02,43,0
1368,36,61,62,5,58,22,1,27,0.114,9,9,10,24.05,654.4,1903.39,23.94,10,0
1319,8,87,54,5,37,29,19,15,0.601,10,11,0,8.61,1044.64,2742.89,54.03,31,0
3960,79,21,150,9,32,3,34,15,0.465,5,23,3,24.93,1110.82,4973.7,99.15,27,1
2006,3,88,33,8,9,20,4,15,0.095,4,10,0,6.75,663.36,1051.99,98.41,15,0
2064,62,68,104,1,36,8,43,27,0.56,19,0,6,50.81,1120.65,661.19,31.58,33,0
3536,47,12,104,3,59,6,3,21,0.562,12,22,2,47.08,245.25,2978.94,13.18,49,1
1078,77,22,68,7,32,15,41,18,0.439,11,20,1,1.59,497.78,4266.71,93.82,29,0
996,61,20,14,1,22,22,10,15,0.072,18,2,13,46.36,1536.03,3244.6,89.35,37,0
4597,32,82,174,1,57,22,28,0,0.282,18,3,7,49.86,400.59,1744.41,61.6,21,0
747,13,1,2,5,10,30,34,19,0.041,4,18,8,57.94,312.3,4885.14,3.24,4,0
2547,1,30,155,9,23,4,39,19,0.382,19,23,14,92.19,611.28,4975.21,75.13,8,0
3156,34,97,2,6,23,5,47,9,0.725,8,19,6,93.37,780.04,3855.54,16.09,12,0
362,62,24,101,10,6,0,19,1,0.002,3,2,5,50.53,694.35,4014.06,94.3,38,0
1467,79,14,3,2,49,27,42,13,0.213,14,17,9,80.45,787.2,3806.6,43.51,22,1
2399,78,36,87,11,20,17,46,7,0.64,2,2,12,9.01,314.06,1295.73,61.51,26,1
3679,71,69,158,9,19,23,36,5,0.008,6,6,10,50.93,365.44,759.82,28.11,31,0
546,31,75,44,6,52,12,43,27,0.008,19,21,5,64.82,507.44,2776.22,47.51,30,0
1916,64,24,186,5,9,32,3,2,0.489,19,20,8,54.08,842.42,4771.19,75.46,32,1
4774,25,60,44,5,24,9,23,15,0.631,13,23,4,22.69,709.17,4392.68,49.2,41,0
2093,38,95,74,3,46,6,17,16,0.621,13,0,4,6.89,1627.33,543.23,84.72,25,0
4935,14,55,164,6,35,36,7,11,0.624,8,18,1,37.35,1091.44,294.39,71.3,17,0
425,8,77,192,4,47,31,26,26,0.289,2,17,5,61.88,1192.61,4370.12,7.74,11,0
1593,54,80,8,10,46,21,43,18,0.706,8,1,13,94.22,1162.16,3068.95,60.68,2,0
4620,2,24,144,2,14,15,18,23,0.01,3,11,11,23.23,835.93,1528.56,61.26,4,0
3760,78,77,117,3,43,23,46,19,0.25,16,16,11,87.27,2008.65,2813.22,38.09,13,1
4294,56,24,64,9,39,13,46,2,0.27,5,20,11,7.42,107.25,1116.13,32.27,46,1
4247,61,54,130,11,39,10,6,12,0.132,15,20,5,88.51,467.13,4735.29,6.29,11,1
1866,22,26,25,11,49,18,31,15,0.269,17,2,5,79.24,605.86,4137.72,44.62,3,0
1498,35,66,180,9,5,22,29,10,0.469,12,11,3,2.97,1808.7,4811.57,33.66,15,0
2415,16,80,158,6,36,33,9,19,0.416,6,24,10,29.03,1884.44,943.42,95.11,10,0
791,50,38,25,10,1,39,35,26,0.256,2,11,14,5.79,1737.75,4219.92,67.42,35,0
598,43,65,22,10,11,12,17,15,0.599,5,5,6,94.58,872.57,2805.83,46.01,37,0
2921,17,75,29,9,57,38,12,19,0.572,2,9,14,41.22,1875.88,1631.71,75.46,47,0
213,58,51,9,4,3,27,36,1,0.225,11,21,8,63.24,230.59,2403.52,77.88,1,0
2027,2,35,71,11,22,39,48,3,0.259,4,5,0,23.01,1347.31,4722.48,48.05,12,0
1205,4,43,63,5,12,15,24,26,0.23,16,13,2,88.77,1921.44,3460.35,7.58,7,0
2414,39,29,149,10,16,27,10,27,0.103,9,1,9,26.77,1553.88,1805.98,78.06,43,0
3018,6,37,142,6,30,3,30,24,0.602,6,10,14,25.46,592.18,4999.5,9.03,20,0
1812,69,81,122,9,15,27,29,3,0.037,3,14,14,30.57,1478.49,1735.26,84.75,25,0
1130,69,58,104,5,40,11,39,27,0.12,9,7,8,44.47,626.24,4070.46,33.42,37,1
4025,20,54,183,8,25,15,10,16,0.084,6,21,13,2.74,256.95,3924.04,63.82,34,0
2281,64,39,73,11,27,35,39,0,0.66,10,12,4,57.2,1477.92,3617.4,74.04,14,1
3756,16,42,147,1,0,19,28,0,0.035,7,18,5,3.98,393.32,3350.49,3.52,39,0
3813,51,28,104,5,46,25,18,29,0.532,7,9,7,51.69,255.91,552.24,38.46,29,1
1956,37,29,46,10,11,25,41,4,0.036,4,8,8,44.04,1144.35,4974.83,60.41,1,0
4895,73,43,86,1,36,21,17,21,0.629,4,17,7,23.8,1283.18,813.6,84.81,15,0
4377,69,3,52,10,54,8,11,11,0.73,6,6,2,32.0,134.93,2984.71,71.78,12,1
749,42,10,180,6,55,4,1,5,0.389,3,2,9,67.33,41.01,1253.25,89.61,0,0
4398,57,59,128,7,49,16,17,5,0.644,1,11,0,1.9,1810.25,852.2,8.27,42,1
3471,66,14,1,5,19,33,36,24,0.565,18,14,10,30.76,264.35,2801.73,7.18,27,1
4477,9,76,57,1,1,1,36,16,0.637,1,21,12,64.95,1209.14,4183.36,71.35,0,0
4556,64,47,146,6,35,6,46,25,0.613,15,20,11,15.31,1954.35,1890.96,39.85,39,1
2160,22,42,189,10,14,35,9,21,0.164,11,12,12,53.68,1064.01,395.07,48.16,33,0
1664,34,94,71,5,37,12,45,12,0.4,14,5,4,16.88,313.83,3122.56,60.43,12,0
2820,55,32,139,6,21,19,28,7,0.768,9,7,6,15.55,825.26,3834.49,98.59,1,0
4982,29,32,153,11,43,29,48,23,0.275,5,13,1,73.59,1290.07,1487.46,6.72,3,1
161,38,42,26,10,49,29,33,11,0.776,12,2,0,26.05,1569.88,3456.04,10.89,24,0
1475,18,32,28,7,31,10,3,14,0.467,5,15,3,36.32,1255.59,388.19,82.93,33,0
4816,71,26,14,7,58,30,8,18,0.369,1,17,2,69.62,101.18,1813.53,2.05,12,1
2116,65,1,173,2,19,2,6,28,0.526,13,23,3,17.87,320.5,2375.92,45.05,35,1
1345,1,56,128,3,35,1,6,20,0.653,17,16,0,50.98,781.55,3912.0,77.41,31,0
4996,4,2,59,6,32,2,29,25,0.315,5,17,1,87.28,1454.72,1697.33,19.53,20,0
1233,4,81,106,3,14,14,37,19,0.026,18,9,0,53.06,1210.01,2273.96,18.7,25,0
1179,27,30,184,2,49,16,12,27,0.567,13,16,2,5.59,122.11,3145.49,31.03,14,0
4670,43,71,2,4,45,6,9,16,0.765,12,15,3,56.43,1638.52,3124.16,15.0,28,1
4519,59,52,114,5,2,4,41,8,0.5,7,20,12,9.47,1251.93,2593.62,67.86,25,1
4717,32,91,145,11,28,33,49,20,0.151,4,23,0,27.52,1820.49,1649.09,20.01,20,0
360,33,9,51,10,46,32,19,17,0.199,12,1,5,80.87,873.99,3352.92,22.69,11,0
3848,28,22,59,9,26,15,17,27,0.728,5,19,1,2.04,1020.25,4187.4,57.49,11,1
1988,55,34,33,3,4,36,48,1,0.011,18,3,9,8.24,849.59,777.53,96.73,4,0
723,60,49,95,3,58,2,44,10,0.439,10,10,11,35.16,1488.47,1708.9,91.39,41,0
4433,70,1,88,6,55,20,32,22,0.127,15,6,12,94.94,1548.3,3347.05,86.45,25,1
2449,62,73,59,5,30,7,35,19,0.226,4,16,10,28.44,1490.06,3781.32,53.09,31,0
1820,34,84,153,6,21,21,14,16,0.246,11,24,4,15.78,619.86,3909.48,29.78,1,0
4932,56,53,199,7,34,4,49,20,0.175,16,18,7,52.65,1314.24,3269.83,70.58,7,0
4668,13,83,18,11,53,16,16,17,0.634,1,5,11,49.81,714.47,2396.57,38.96,26,0
